"Date","Cases","Distinct.activities","Number.of.distinct.activities","Number.of.simple.cycles.in.period","Average.number.of.simple.cycles.per.trace","Median.number.of.simple.cycles.per.trace","Number.of.activity.repetitions.in.period","Average.number.of.activity.repetitions.per.trace","Median.number.of.activity.repetitions.per.trace","Number.of.participants.in.period","Average.number.of.participants.per.trace","Median.number.of.participants.per.trace","Handover.of.work.in.period","Average.handover.of.work.per.trace","Median.handover.of.work.per.trace","Average.handover.of.work.from.participant","Median.handover.of.work.from.participant","s.var.e","s.nvar.e","s.seq.e","s.nseq.e","s.seq.e.lin","s.nseq.e.lin","s.seq.e.exp","s.nseq.e.exp","e.var.e","e.nvar.e","e.seq.e","e.nseq.e","e.seq.e.lin","e.nseq.e.lin","e.seq.e.exp","e.nseq.e.exp","Median.throughput.time","Average.throughput.time","PM4Py.median.throughput.time","Median.cycle.time","Average.cycle.time","Ratio.to.shortest","Ratio.to.median","Magnitude","Support","Variety","Level.of.detail","Time.granularity","Structure","Affinity","Minimum.trace.length","Average.trace.length","Maximum.trace.length","Distinct.traces","Deviation.from.random","Lempel.Ziv","Pentland.task.complexity","File","Median.throughput.time.days","Industry","File.short","Median.throughput.time.std"
2017-11-01,322,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration APPROVED by PRE_APPROVER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",13,0,0,0,38,0.118012422360248,0,2,1.97515527950311,2,316,0.981366459627329,1,158,158,164.897007896364,0.607724410922436,1774.05893462638,0.16794564978758,1018.10244274728,0.0963811702983383,1163.62809436539,0.110157713819376,8325.9469785486,0.788196236391532,8325.9469785486,0.788196236391532,4653.23786836747,0.440510200741291,5367.26492389244,0.508105327073049,612504,1666393.44720497,612640,0,0,NA,0.967105979912748,1451,322,13,4.38819875776398,9380.50949367089,0.887573964497041,0.658673205048082,1,4.50621118012422,11,0.0496894409937888,0.552387883617403,301,98,"2020_DomesticDeclarations_metrics.csv",7.08916666666667,"education","2020_Domestic",-0.875880605994365
2017-12-01,310,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration APPROVED by PRE_APPROVER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",13,0,0,0,53,0.170967741935484,0,2,1.93548387096774,2,293,0.945161290322581,1,146.5,146.5,242.822821031824,0.652418730149512,2111.37660839702,0.202576148367504,1148.59894975111,0.11020239133756,1344.23800140399,0.128972991237405,8177.17421903787,0.784559443935666,8177.17421903787,0.784559443935666,4284.36696527579,0.411063831325415,5090.8045381497,0.488437529964458,678588,1908861.13870968,679586,0,0,NA,1.07144853371902,1434,310,13,4.45483870967742,8368.25324675325,0.869822485207101,0.565348938681228,1,4.6258064516129,11,0.0741935483870967,0.588163423200529,316,133,"2020_DomesticDeclarations_metrics.csv",7.85402777777778,"education","2020_Domestic",-0.871609354663011
2018-01-01,649,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration APPROVED by PRE_APPROVER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",14,0,0,0,108,0.166409861325116,0,2,1.93990755007704,2,610,0.939907550077042,1,305,305,392.24373127178,0.649905954936451,6216.71252692671,0.215582924023959,2658.85815288418,0.0922037833792331,3512.42754406534,0.121803830737247,22733.0521624737,0.788335930919755,22733.0521624737,0.788335930919755,9734.76205958087,0.337581713870793,12843.6102211887,0.44539023390819,758600,1518166.77812019,758600,0,0,NA,1.19778253915372,3530,649,14,5.27272727272727,70977.2751572327,0.887755102040816,0.575829441989631,1,5.43913713405239,13,0.049306625577812,0.612915575899304,729,203,"2020_DomesticDeclarations_metrics.csv",8.78009259259259,"education","2020_Domestic",-0.86643788560054
2018-02-01,934,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",12,0,0,0,170,0.182012847965739,0,2,1.96680942184154,2,903,0.966809421841542,1,451.5,451.5,333.382111682161,0.604592235732681,9740.33551237482,0.214083523767442,3579.12432511448,0.0786658269162085,5180.15799637761,0.11385505931779,36113.7199049811,0.793746006365624,36113.7199049811,0.793746006365624,13117.054165138,0.288300662082273,19118.195664118,0.420200175923089,762395,1269695.37687366,762476,0,0,NA,1.20377460972594,5305,934,12,5.49785867237687,50389.5157096425,0.875,0.662734946505956,1,5.67987152034261,17,0.025695931477516,0.604940687325795,1013,190,"2020_DomesticDeclarations_metrics.csv",8.8240162037037,"education","2020_Domestic",-0.866192600829605
2018-03-01,966,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",12,0,0,0,196,0.202898550724638,0,2,1.96894409937888,2,936,0.968944099378882,1,468,468,351.821453077707,0.600285131023277,10339.3333406344,0.217215071557704,4224.46406961647,0.0887501384222119,5729.04837456339,0.120359370535778,37803.8508207992,0.794206540273207,37803.8508207992,0.794206540273207,15342.7315528473,0.322329537344996,20883.4871894486,0.438733138277187,708538,1340230.13250518,710001,0,0,NA,1.11873773362365,5524,966,12,5.51552795031056,49181.3336798337,0.875,0.668438615097128,1,5.7184265010352,17,0.0279503105590062,0.607158859119338,1048,201,"2020_DomesticDeclarations_metrics.csv",8.2006712962963,"education","2020_Domestic",-0.869673576299503
2018-04-01,986,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",13,0,0,0,194,0.196754563894523,0,2,1.96855983772819,2,955,0.968559837728195,1,477.5,477.5,399.948970876795,0.632051108527473,10493.4191899085,0.215996745665509,4789.08552460235,0.098578630025827,6100.04025296328,0.12556334777284,38601.692299809,0.79457798864631,38601.692299809,0.79457798864631,17470.7383294261,0.359618019182803,22345.9424330578,0.459969315722284,761188,1458118.65618661,761434,0,0,NA,1.20186883128571,5626,986,13,5.50912778904665,48353.2886386899,0.869822485207101,0.664319754909247,1,5.70588235294118,18,0.0304259634888438,0.606682987891024,1085,236,"2020_DomesticDeclarations_metrics.csv",8.8100462962963,"education","2020_Domestic",-0.866270613667159
2018-05-01,866,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",13,0,0,0,227,0.262124711316397,0,2,1.96420323325635,2,835,0.964203233256351,1,417.5,417.5,417.858820503541,0.636678522391462,9789.73774942396,0.227139112322853,4917.94096752411,0.11410486924283,5959.11301164555,0.138261889576805,34010.2221481094,0.789096895785504,34010.2221481094,0.789096895785504,16975.3600092992,0.39385817093006,20628.819211113,0.478624842034868,803919.5,1625242.43533487,804522,0,0,NA,1.2693392301413,5054,866,13,5.57390300230947,53728.6364692218,0.863905325443787,0.644780044004601,1,5.83602771362587,18,0.0369515011547344,0.617084260926621,1010,240,"2020_DomesticDeclarations_metrics.csv",9.30462384259259,"education","2020_Domestic",-0.863508720073161
2018-06-01,1147,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",12,0,0,0,301,0.262423714036617,0,2,1.95815170008718,2,1099,0.958151700087184,1,549.5,549.5,382.867758599654,0.634370969958669,12856.4630116421,0.219157137992854,7031.87067840603,0.119868477918056,8180.52560596577,0.139448974220766,46692.9447257878,0.795949253017383,46692.9447257878,0.795949253017383,25385.7098750582,0.432736400135613,29606.5976096196,0.504687579465258,696742,1475835.34088928,696742,0,0,NA,1.1001125782956,6663,1147,12,5.54664341761116,42445.2339489886,0.868055555555556,0.637093427817124,1,5.80906713164778,16,0.02615518744551,0.618498070313331,1270,236,"2020_DomesticDeclarations_metrics.csv",8.06414351851852,"education","2020_Domestic",-0.870435995049952
2018-07-01,997,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",11,0,0,0,323,0.323971915747242,0,2,1.95987963891675,2,957,0.95987963891675,1,478.5,478.5,376.907029027951,0.630579930523211,10472.4508041248,0.204158222586091,4648.94072076664,0.0906301201325272,6016.01735882924,0.117280991240549,40552.5419260615,0.790563263158198,40552.5419260615,0.790563263158198,17818.1010115058,0.347360126145032,23184.7904151165,0.451982605668279,881047,1784509.36609829,881047,0,0,NA,1.39111878825965,5907,997,11,5.60080240722167,48116.233029382,0.851239669421488,0.627677325992754,1,5.92477432296891,16,0.0280842527582748,0.626525249084162,1136,221,"2020_DomesticDeclarations_metrics.csv",10.1973032407407,"education","2020_Domestic",-0.858523686826702
2018-08-01,496,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",11,0,0,0,185,0.372983870967742,0,2,1.95766129032258,2,475,0.957661290322581,1,237.5,237.5,237.836620214613,0.57939938704625,5260.24448743764,0.220490220222156,2704.25858822473,0.113352634669226,3243.93975848538,0.135974096535627,18374.6219924215,0.770196985954432,18374.6219924215,0.770196985954432,9303.96056865658,0.38998801664457,11239.6063655341,0.471123212745222,1145622.5,2518156.90524194,1145852,0,0,NA,1.80886715919013,2982,496,11,5.63911290322581,116417.817813765,0.867768595041322,0.624019963757867,1,6.01209677419355,14,0.0403225806451612,0.631695608123328,653,144,"2020_DomesticDeclarations_metrics.csv",13.2595196759259,"education","2020_Domestic",-0.841423201737743
2018-09-01,805,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",11,0,0,0,237,0.294409937888199,0,2,1.94534161490683,2,761,0.945341614906832,1,380.5,380.5,413.745416383972,0.592949490418951,6833.21807719797,0.173516286413106,3954.07361734519,0.100406011126037,4490.38139697598,0.11402450438129,30989.0678760976,0.786907122898246,30989.0678760976,0.786907122898246,17668.7410080836,0.448663322417306,20184.2448534141,0.512539651369273,721918,1589602.34658385,721918,0,0,NA,1.13986392710358,4662,805,11,5.49689440993789,75108.1639549437,0.867768595041322,0.632251455064101,1,5.79130434782609,24,0.0360248447204968,0.622271948843595,937,239,"2020_DomesticDeclarations_metrics.csv",8.35553240740741,"education","2020_Domestic",-0.868808777818577
2018-10-01,1077,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",11,0,0,0,237,0.220055710306407,0,2,1.94243268337976,2,1015,0.942432683379759,1,507.5,507.5,415.980342219893,0.581259738021444,7600.73402584873,0.144168717429072,4588.71071263509,0.0870374539937638,5119.4068489495,0.0971035582748525,42041.6082330891,0.797434131625618,42041.6082330891,0.797434131625618,25055.5514258228,0.475247088143657,28093.7629332387,0.532875082336428,778690,1374444.73166202,778690,0,0,NA,1.22950340813816,6054,1077,11,5.40111420612813,58685.1417840376,0.867768595041322,0.642865046312898,1,5.62116991643454,24,0.0278551532033426,0.611969131980829,1135,246,"2020_DomesticDeclarations_metrics.csv",9.01261574074074,"education","2020_Domestic",-0.865139395205786
