Date,Cases,Distinct activities,Number of distinct activities,Number of simple cycles in period,Average number of simple cycles per trace,Median number of simple cycles per trace,Number of activity repetitions in period,Average number of activity repetitions per trace,Median number of activity repetitions per trace,Number of participants in period,Average number of participants per trace,Median number of participants per trace,Handover of work in period,Average handover of work per trace,Median handover of work per trace,Average handover of work from participant,Median handover of work from participant,Simple Variant Entropy,Simple Normalized Variant Entropy,Simple Sequence Entropy,Simple Normalized Sequence Entropy,Simple Sequence Entropy (linear forgetting),Simple Normalized Sequence Entropy (linear forgetting),"Simple Sequence Entropy (exponential forgetting, k1)","Simple Normalized Sequence Entropy (exponential forgetting, k1)",Enriched Variant Entropy,Enriched Normalized Variant Entropy,Enriched Sequence Entropy,Enriched Normalized Sequence Entropy,Enriched Sequence Entropy (linear forgetting),Enriched Normalized Sequence Entropy (linear forgetting),"Enriched Sequence Entropy (exponential forgetting, k1)","Enriched Normalized Sequence Entropy (exponential forgetting, k1)",Median throughput time,Average throughput time,PM4Py median throughput time,Median cycle time,Average cycle time,Ratio to shortest,Ratio to median,Magnitude,Support,Variety,Level of detail,Time granularity,Structure,Affinity,Minimum trace length,Average trace length,Maximum trace length,Distinct traces,Deviation from random,Lempel-Ziv,Pentland task complexity,File
2017-11-01,322,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration APPROVED by PRE_APPROVER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",13,0,0.0,0.0,38,0.1180124223602484,0.0,2.0,1.975155279503105,2.0,316.0,0.9813664596273292,1.0,158.0,158.0,164.89700789636368,0.6077244109224358,1774.0589346263823,0.1679456497875801,1018.1024427472772,0.0963811702983383,1163.628094365391,0.1101577138193755,8325.946978548602,0.7881962363915316,8325.946978548602,0.7881962363915316,4653.237868367466,0.440510200741291,5367.264923892437,0.5081053270730487,612504.0,1666393.447204969,612640.0,0.0,0.0,,0.9671059799127478,1451,322,13,4.388198757763975,9380.509493670888,0.8875739644970414,0.6586732050480818,1,4.506211180124224,11,0.0496894409937888,0.5523878836174027,301,98,2020_DomesticDeclarations_metrics.csv
2017-12-01,310,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration APPROVED by PRE_APPROVER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",13,0,0.0,0.0,53,0.1709677419354838,0.0,2.0,1.935483870967742,2.0,293.0,0.9451612903225808,1.0,146.5,146.5,242.82282103182425,0.6524187301495118,2111.376608397022,0.2025761483675036,1148.5989497511089,0.1102023913375603,1344.2380014039943,0.1289729912374055,8177.174219037866,0.7845594439356662,8177.174219037866,0.7845594439356662,4284.366965275794,0.4110638313254152,5090.804538149704,0.4884375299644576,678588.0,1908861.1387096772,679586.0,0.0,0.0,,1.0714485337190154,1434,310,13,4.45483870967742,8368.253246753247,0.8698224852071006,0.5653489386812278,1,4.625806451612903,11,0.0741935483870967,0.5881634232005291,316,133,2020_DomesticDeclarations_metrics.csv
2018-01-01,649,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration APPROVED by PRE_APPROVER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by MISSING', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",14,0,0.0,0.0,108,0.1664098613251155,0.0,2.0,1.9399075500770413,2.0,610.0,0.9399075500770416,1.0,305.0,305.0,392.2437312717798,0.6499059549364512,6216.712526926709,0.2155829240239594,2658.858152884181,0.0922037833792331,3512.427544065342,0.1218038307372465,22733.05216247368,0.788335930919755,22733.05216247368,0.788335930919755,9734.762059580866,0.3375817138707926,12843.610221188655,0.4453902339081901,758600.0,1518166.778120185,758600.0,0.0,0.0,,1.197782539153721,3530,649,14,5.2727272727272725,70977.27515723271,0.8877551020408163,0.5758294419896314,1,5.439137134052388,13,0.049306625577812,0.6129155758993045,729,203,2020_DomesticDeclarations_metrics.csv
2018-02-01,934,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",12,0,0.0,0.0,170,0.1820128479657387,0.0,2.0,1.9668094218415415,2.0,903.0,0.9668094218415416,1.0,451.5,451.5,333.38211168216066,0.6045922357326805,9740.33551237482,0.2140835237674421,3579.124325114484,0.0786658269162085,5180.157996377613,0.11385505931779,36113.719904981146,0.7937460063656241,36113.719904981146,0.7937460063656241,13117.054165137964,0.2883006620822732,19118.19566411796,0.4202001759230885,762395.0,1269695.3768736618,762476.0,0.0,0.0,,1.2037746097259436,5305,934,12,5.497858672376874,50389.51570964248,0.875,0.6627349465059558,1,5.679871520342612,17,0.025695931477516,0.6049406873257952,1013,190,2020_DomesticDeclarations_metrics.csv
2018-03-01,966,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",12,0,0.0,0.0,196,0.2028985507246377,0.0,2.0,1.968944099378882,2.0,936.0,0.968944099378882,1.0,468.0,468.0,351.8214530777067,0.6002851310232773,10339.333340634372,0.2172150715577038,4224.464069616474,0.0887501384222119,5729.048374563393,0.1203593705357778,37803.850820799154,0.7942065402732074,37803.850820799154,0.7942065402732074,15342.731552847335,0.3223295373449965,20883.48718944861,0.438733138277187,708538.0,1340230.132505176,710001.0,0.0,0.0,,1.1187377336236477,5524,966,12,5.515527950310559,49181.33367983368,0.875,0.6684386150971279,1,5.7184265010351965,17,0.0279503105590062,0.6071588591193375,1048,201,2020_DomesticDeclarations_metrics.csv
2018-04-01,986,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",13,0,0.0,0.0,194,0.1967545638945233,0.0,2.0,1.9685598377281948,2.0,955.0,0.9685598377281948,1.0,477.5,477.5,399.9489708767952,0.6320511085274735,10493.41918990852,0.2159967456655095,4789.085524602346,0.098578630025827,6100.040252963284,0.1255633477728404,38601.69229980901,0.79457798864631,38601.69229980901,0.79457798864631,17470.7383294261,0.3596180191828033,22345.942433057797,0.4599693157222836,761188.0,1458118.6561866126,761434.0,0.0,0.0,,1.2018688312857135,5626,986,13,5.509127789046653,48353.28863868987,0.8698224852071006,0.6643197549092467,1,5.705882352941177,18,0.0304259634888438,0.606682987891024,1085,236,2020_DomesticDeclarations_metrics.csv
2018-05-01,866,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration FOR_APPROVAL by ADMINISTRATION', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",13,0,0.0,0.0,227,0.2621247113163972,0.0,2.0,1.964203233256351,2.0,835.0,0.964203233256351,1.0,417.5,417.5,417.8588205035407,0.6366785223914623,9789.737749423955,0.2271391123228533,4917.940967524113,0.1141048692428304,5959.113011645547,0.138261889576805,34010.22214810938,0.7890968957855042,34010.22214810938,0.7890968957855042,16975.360009299206,0.3938581709300604,20628.81921111297,0.478624842034868,803919.5,1625242.435334873,804522.0,0.0,0.0,,1.2693392301412991,5054,866,13,5.573903002309469,53728.63646922184,0.863905325443787,0.644780044004601,1,5.8360277136258665,18,0.0369515011547344,0.6170842609266207,1010,240,2020_DomesticDeclarations_metrics.csv
2018-06-01,1147,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by PRE_APPROVER', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",12,0,0.0,0.0,301,0.2624237140366172,0.0,2.0,1.958151700087184,2.0,1099.0,0.958151700087184,1.0,549.5,549.5,382.8677585996536,0.6343709699586692,12856.463011642149,0.2191571379928539,7031.870678406026,0.1198684779180561,8180.525605965768,0.1394489742207658,46692.94472578783,0.7959492530173833,46692.94472578783,0.7959492530173833,25385.70987505818,0.4327364001356127,29606.59760961958,0.5046875794652581,696742.0,1475835.3408892765,696742.0,0.0,0.0,,1.1001125782955994,6663,1147,12,5.546643417611159,42445.23394898856,0.8680555555555556,0.6370934278171236,1,5.809067131647777,16,0.02615518744551,0.6184980703133314,1270,236,2020_DomesticDeclarations_metrics.csv
2018-07-01,997,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",11,0,0.0,0.0,323,0.3239719157472417,0.0,2.0,1.9598796389167503,2.0,957.0,0.9598796389167502,1.0,478.5,478.5,376.9070290279507,0.6305799305232108,10472.45080412483,0.2041582225860905,4648.940720766635,0.0906301201325272,6016.017358829245,0.117280991240549,40552.54192606146,0.7905632631581982,40552.54192606146,0.7905632631581982,17818.101011505772,0.3473601261450317,23184.790415116477,0.4519826056682792,881047.0,1784509.366098295,881047.0,0.0,0.0,,1.391118788259647,5907,997,11,5.600802407221665,48116.23302938197,0.8512396694214877,0.6276773259927544,1,5.924774322968907,16,0.0280842527582748,0.626525249084162,1136,221,2020_DomesticDeclarations_metrics.csv
2018-08-01,496,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",11,0,0.0,0.0,185,0.3729838709677419,0.0,2.0,1.9576612903225807,2.0,475.0,0.9576612903225806,1.0,237.5,237.5,237.83662021461265,0.5793993870462498,5260.244487437641,0.2204902202221555,2704.258588224731,0.1133526346692255,3243.9397584853823,0.1359740965356274,18374.62199242153,0.7701969859544315,18374.62199242153,0.7701969859544315,9303.960568656576,0.3899880166445703,11239.606365534144,0.4711232127452219,1145622.5,2518156.9052419355,1145852.0,0.0,0.0,,1.808867159190131,2982,496,11,5.639112903225806,116417.81781376518,0.8677685950413223,0.6240199637578667,1,6.012096774193548,14,0.0403225806451612,0.6316956081233285,653,144,2020_DomesticDeclarations_metrics.csv
2018-09-01,805,"['Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by BUDGET OWNER', 'Declaration REJECTED by EMPLOYEE', 'Declaration REJECTED by SUPERVISOR', 'Declaration SAVED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Payment Handled', 'Request Payment']",11,0,0.0,0.0,237,0.2944099378881987,0.0,2.0,1.9453416149068323,2.0,761.0,0.9453416149068324,1.0,380.5,380.5,413.7454163839723,0.5929494904189507,6833.218077197971,0.1735162864131063,3954.0736173451855,0.1004060111260367,4490.381396975977,0.1140245043812897,30989.067876097597,0.7869071228982464,30989.067876097597,0.7869071228982464,17668.741008083627,0.4486633224173058,20184.244853414075,0.5125396513692733,721918.0,1589602.346583851,721918.0,0.0,0.0,,1.13986392710358,4662,805,11,5.496894409937888,75108.16395494368,0.8677685950413223,0.6322514550641007,1,5.791304347826087,24,0.0360248447204968,0.622271948843595,937,239,2020_DomesticDeclarations_metrics.csv
